country,surveyelapse,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,operatingsystem,browser,screenw,screenh,introelapse,testelapse,extroversion,neuroticism,agreeableness,conscientiousness,openness,grit,vocabulary
US,76,2,3,female,1,17,right,4,1,white or indigenous,no,never,1,Macintosh,Safari,1920,1080,100,198,19,33,21,6,19,2,4
US,233,1,2,male,1,17,left,7,1,white or indigenous,no,never,2,iOS,Safari,768,1024,6,324,-11,27,5,15,14,-2,6
US,128,3,1,male,1,27,right,6,1,white or indigenous,yes,currently,4,Macintosh,Chrome,1440,900,14,113,-9,36,2,8,32,2,10
GB,132,2,2,female,2,19,right,6,1,white or indigenous,yes,never,2,Macintosh,Chrome,1366,768,10,196,4,25,19,17,24,-7,1
FR,154,4,1,male,2,36,right,2,1,white or indigenous,no,never,2,Linux,Firefox,1184,666,15,187,-9,25,21,-4,28,-2,13
IN,345,4,3,male,1,45,right,9,1,asian,no,never,2,Windows,Chrome,1366,768,11,236,-19,33,-11,16,17,-8,6
IN,248,0,3,male,2,34,right,8,1,asian,NA,currently,3,Windows,Chrome,1280,800,44,428,6,23,17,20,17,-15,8
CA,394,3,2,male,2,27,right,12,3,white or indigenous,yes,never,3,Linux,Firefox,1366,768,2,177,1,25,8,3,27,8,13
US,158,3,3,female,1,24,both,6,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1280,800,10,220,-5,20,15,2,12,0,8
US,112,3,3,female,1,23,left,0,1,NA,no,never,2,Windows,Microsoft Internet Explorer,1680,1050,14,276,5,20,25,12,16,-9,11
US,266,2,1,female,1,17,right,1,1,white or indigenous,no,never,3,iOS,Safari,375,667,6,273,7,32,21,12,22,1,8
US,226,2,1,male,1,17,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1920,1080,67,367,-15,28,21,10,24,0,7
US,193,4,2,female,1,30,right,6,1,white or indigenous,yes,currently,3,iOS,Safari,375,667,9,195,18,14,18,13,29,3,5
PK,631,2,3,male,2,23,right,10,1,asian,yes,never,1,Windows,Chrome,1280,800,106,244,2,19,3,9,14,2,7
US,339,2,3,female,2,18,right,12,2,asian,no,never,17,ChromeOS,Chrome,1366,768,13,348,-6,16,12,6,10,8,5
PK,323,2,3,female,2,21,right,10,1,asian,yes,never,4,Linux,AndroidBrowser,800,1280,18,374,-20,27,10,19,5,-23,8
CA,215,2,3,female,2,18,right,12,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,50,270,5,11,14,19,29,-17,11
CA,185,3,3,female,2,23,right,7,1,asian,no,never,2,Macintosh,Safari,1280,800,3,570,-3,12,21,22,13,-8,7
PK,161,2,3,male,2,20,right,10,2,asian,no,never,3,Windows,Chrome,1440,900,9,215,-9,31,7,-1,25,13,9
CA,165,2,3,female,2,17,left,4,0,asian,no,never,4,iOS,Safari,768,1024,3,163,-4,24,7,12,12,4,4
PK,655,4,3,female,2,22,right,10,5,other,no,never,4,Windows,Microsoft Internet Explorer,1120,700,26,924,6,23,20,10,20,7,0
US,145,1,1,male,1,18,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1280,1024,43,211,6,11,14,14,21,-4,1
US,174,1,2,male,1,17,right,4,4,white or indigenous,no,never,4,Windows,Chrome,1280,1024,54,191,1,20,22,9,19,-6,8
US,138,1,1,female,1,16,right,6,1,white or indigenous,no,never,5,Windows,Chrome,1280,1024,11,182,12,20,21,2,19,-1,8
US,116,4,2,male,1,46,right,4,1,white or indigenous,yes,currently,2,Windows,Firefox,1024,768,3,124,13,16,13,3,18,-3,7
US,120,2,1,female,1,18,right,0,1,white or indigenous,no,never,1,Windows,Chrome,1280,1024,61,152,-3,26,19,5,19,7,7
US,155,1,1,female,1,17,right,4,1,white or indigenous,no,never,1,Windows,Chrome,1280,1024,3,303,-2,14,7,6,12,-1,8
US,156,1,1,female,1,18,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1280,1024,6,163,10,10,12,6,12,-5,5
US,145,2,1,female,1,17,right,7,1,white or indigenous,no,never,3,Windows,Chrome,1600,900,2,255,2,31,16,11,11,-8,8
US,202,1,1,female,1,17,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1280,1024,58,427,-8,29,17,15,19,0,8
US,113,1,1,female,1,17,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1600,900,2,141,5,19,24,27,28,-20,8
GB,344,2,3,female,1,18,right,2,1,white or indigenous,no,previously,2,ChromeOS,Chrome,1366,768,5,209,-10,36,24,11,22,12,9
US,294,1,1,female,1,18,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1280,1024,32,340,-8,14,14,6,15,-9,3
US,347,2,2,male,1,19,right,6,1,other,no,never,2,iOS,Safari,375,667,39,340,-16,20,23,-2,28,-7,9
US,145,2,1,female,1,17,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1600,900,4,221,-17,16,11,23,27,-4,8
US,86,2,2,female,1,20,right,4,1,white or indigenous,no,never,4,Windows,Microsoft Internet Explorer,1280,1024,4,131,10,29,18,5,17,8,9
US,228,2,3,female,2,18,left,4,1,other,no,never,1,Windows,Microsoft Internet Explorer,1600,900,20,325,6,28,20,5,20,3,9
US,139,2,1,female,1,18,right,12,1,white or indigenous,no,never,4,Windows,Chrome,1600,900,2,227,-4,21,22,8,20,-8,1
IN,146,3,3,female,2,26,right,12,4,other,yes,never,0,Windows,Chrome,1366,768,16,143,-10,29,16,4,22,-9,5
CA,134,3,3,female,1,21,right,1,1,asian,no,never,5,Macintosh,Safari,1280,800,35,187,-10,19,26,18,18,-12,8
US,365,1,1,female,1,17,right,7,1,white or indigenous,no,never,5,ChromeOS,Chrome,1366,768,58925,259,-3,9,20,9,22,-5,10
US,211,2,2,female,2,17,right,2,1,asian,no,never,2,Windows,Chrome,1680,1050,2,250,-13,17,8,12,12,6,5
US,111,1,1,female,1,17,right,2,1,white or indigenous,no,never,2,ChromeOS,Chrome,1366,768,5,133,-9,32,17,4,16,2,7
GR,215,3,2,male,2,22,right,7,1,white or indigenous,yes,never,3,Windows,Chrome,1920,1080,3,350,2,16,19,12,21,-12,9
US,211,3,3,male,1,25,right,12,1,white or indigenous,no,never,2,Windows,Firefox,1600,900,7,243,-7,17,14,13,11,-4,5
US,156,3,2,female,1,21,right,6,1,white or indigenous,no,never,3,Macintosh,Safari,1280,800,115,277,6,18,24,3,21,-2,8
US,153,2,1,male,1,21,right,6,1,white or indigenous,no,never,5,Windows,Chrome,1366,768,52,152,-18,12,16,22,27,-11,10
US,163,1,1,female,1,16,right,7,5,white or indigenous,no,never,2,ChromeOS,Chrome,1536,864,4,159,-7,17,23,12,27,5,9
US,154,1,1,female,1,18,right,7,5,white or indigenous,no,never,6,Windows,Chrome,1280,1024,45,253,0,12,11,13,16,-5,7
US,164,3,0,female,1,24,right,7,1,asian,yes,never,2,iOS,Safari,768,1024,25,156,1,26,25,11,21,-6,11
CA,217,2,1,male,1,58,left,2,2,white or indigenous,no,previously,6,Macintosh,Safari,1440,900,6,281,5,15,7,-1,32,-1,11
US,256,4,3,female,1,43,right,7,1,other,yes,currently,5,iOS,Safari,320,480,128,516,4,20,18,19,27,-14,9
IT,272,4,3,male,2,46,right,4,1,white or indigenous,no,never,1,Windows,Firefox,1680,1050,51,205,-14,13,11,14,30,-10,6
US,222,2,2,female,1,17,right,1,1,white or indigenous,no,never,2,iOS,Safari,320,568,2,227,-18,33,12,13,19,-2,4
US,156,2,3,female,1,21,left,1,1,other,no,never,4,Macintosh,Chrome,1440,900,11,134,-3,19,23,20,20,-2,12
US,106,3,1,female,1,23,right,7,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,72,119,2,16,17,22,18,-11,5
US,149,2,3,female,2,18,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1366,768,4,174,1,31,8,7,29,9,6
US,139,4,2,female,1,57,right,6,1,white or indigenous,yes,currently,3,Windows,Chrome,1920,1080,16,176,-1,17,12,14,24,-7,10
GB,187,3,1,female,1,23,right,2,1,white or indigenous,no,never,3,Macintosh,Chrome,1440,900,168,172,-4,34,15,6,18,5,9
CA,171,2,3,other,1,20,right,7,4,white or indigenous,no,never,2,iOS,Safari,375,667,3,161,0,18,16,18,24,-14,8
US,353,4,1,female,1,49,right,7,1,asian,yes,currently,6,iOS,Safari,320,568,109,320,4,26,23,6,10,-4,11
EE,157,3,2,female,2,33,right,2,1,white or indigenous,yes,never,2,Macintosh,Safari,1920,1200,8,183,7,16,22,9,27,-1,9
CA,147,2,2,male,1,18,right,7,1,white or indigenous,yes,never,4,Macintosh,Chrome,1280,800,11,194,-4,13,12,15,21,-9,8
DK,237,2,3,female,2,17,right,2,1,white or indigenous,no,never,2,Macintosh,Safari,1440,900,2,286,7,21,11,12,28,-9,7
US,562,2,3,other,2,16,left,4,1,other,no,never,3,Macintosh,Safari,1280,800,19,301,-11,25,16,18,20,-17,8
US,532,2,3,female,1,18,left,4,1,other,no,never,1,Macintosh,Safari,1280,800,3,242,1,27,19,7,20,5,8
ES,285,3,3,female,2,51,right,2,1,white or indigenous,yes,currently,3,Linux,Chrome,534,854,50,251,-3,18,15,6,17,-8,10
UA,234,3,1,male,2,25,right,7,1,white or indigenous,yes,never,1,Windows,Chrome,1366,768,5,228,1,25,18,20,16,-4,4
CZ,203,2,3,male,2,33,right,1,1,white or indigenous,no,currently,2,Linux,Firefox,1366,768,2,240,10,14,9,5,14,4,9
US,179,2,3,female,1,20,right,12,1,white or indigenous,no,never,4,Macintosh,Firefox,1280,800,54,200,12,13,21,15,20,-6,7
MM,86,2,3,male,2,18,left,3,1,asian,yes,never,3,Windows,Firefox,1600,900,10,93,-10,29,22,0,27,14,4
US,170,1,3,female,1,18,right,1,4,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,1024,117,303,-11,23,17,9,16,1,8
US,186,2,2,male,1,17,right,4,3,other,no,never,2,Macintosh,Safari,1280,800,5,364,-4,28,6,2,19,6,9
US,231,2,2,female,1,17,left,1,2,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,1024,70,423,-8,9,5,10,8,12,1
US,248,2,1,female,1,19,right,4,1,other,no,never,3,Windows,Microsoft Internet Explorer,1280,1024,6,387,10,26,14,9,18,-7,1
US,239,3,3,male,1,55,right,2,1,other,yes,previously,3,Macintosh,Firefox,1920,1080,4,248,-1,23,11,6,17,5,12
US,328,2,2,male,1,18,right,12,5,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1280,1024,3,302,-6,10,-4,5,15,-7,5
US,124,1,1,female,1,16,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1280,1024,2,149,-16,28,-5,14,14,7,10
NA,191,4,3,male,2,27,right,8,1,asian,yes,never,1,Windows,Microsoft Internet Explorer,1024,768,8,320,-8,34,2,-14,28,9,9
US,650,2,3,male,2,26,right,4,1,other,no,never,8,iOS,Safari,414,736,5,227,2,4,12,26,16,-18,3
CA,214,4,2,male,1,26,right,1,1,white or indigenous,yes,never,2,Windows,Chrome,1600,900,10,304,5,12,1,12,19,-6,7
NL,177,3,1,male,2,21,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,12,257,-1,19,13,0,25,4,10
CZ,185,2,3,female,2,19,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1280,1024,9,213,17,18,-5,-5,27,11,4
BG,223,1,3,male,2,15,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,4,213,-18,10,-8,10,25,-14,5
US,248,4,1,female,1,30,right,7,1,other,no,never,3,Windows,Microsoft Internet Explorer,1344,840,5,735,4,13,21,21,21,-18,11
US,136,3,3,female,2,38,right,9,1,white or indigenous,yes,never,1,Macintosh,Safari,1280,800,28,157,15,19,25,7,30,-2,8
CA,118,4,3,male,2,28,right,2,1,asian,no,never,1,Macintosh,Chrome,1440,900,8,136,1,9,17,10,32,-17,8
US,140,2,2,female,1,17,right,7,1,other,no,never,1,Windows,Firefox,1920,1200,3,148,7,18,3,11,24,-11,9
CA,109,2,3,female,1,18,right,2,1,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,8,169,7,7,12,14,17,9,11
GB,178,2,2,male,1,18,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,3,236,-1,5,-4,-3,16,7,9
US,103,3,2,female,1,24,right,5,1,white or indigenous,yes,currently,2,Macintosh,Safari,1280,800,17,94,-13,19,21,19,20,-4,7
IE,231,2,1,female,1,37,right,6,1,white or indigenous,yes,never,2,Windows,Firefox,1280,720,20,279,15,12,26,10,24,-9,10
CA,181,4,2,male,1,35,right,1,1,white or indigenous,no,currently,2,Windows,Microsoft Internet Explorer,1680,1050,13,850,-5,12,17,3,15,-5,9
EG,562,3,3,female,2,18,right,10,1,arab,no,never,3,Windows,Chrome,1366,768,504,322,11,9,21,9,26,-1,5
SE,94,2,2,female,2,18,left,6,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1078,808,22,104,5,26,15,15,27,-8,6
US,157,2,3,male,1,44,right,7,1,black,no,currently,6,Windows,Microsoft Internet Explorer,1366,768,4,176,-13,20,19,17,27,-2,10
NI,320,2,3,male,2,35,right,7,5,white or indigenous,yes,previously,14,Windows,Chrome,1366,768,283,2284,2,15,12,15,17,-8,-1
US,100,4,2,female,1,27,right,4,1,white or indigenous,no,currently,3,Windows,Firefox,1920,1200,701,123,7,14,16,18,14,-7,9
DE,164,2,1,female,1,21,both,6,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,17,197,18,-1,20,23,30,-17,6
GH,254,2,3,female,2,21,right,7,1,black,no,never,3,Linux,Chrome,1280,800,21,168,-9,17,15,-7,29,10,7
US,198,2,1,male,1,17,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,16,159,-9,10,19,5,23,0,4
US,351,2,3,female,1,26,right,7,4,black,yes,never,3,Linux,Chrome,360,640,132,630,-1,22,13,12,20,-6,10
US,164,3,1,female,1,23,right,1,1,white or indigenous,no,never,2,Macintosh,Safari,1280,800,4,2543,7,30,-8,0,27,10,-1
US,383,2,2,female,1,19,left,7,1,black,no,never,2,Windows,Chrome,1366,768,46,307,5,30,20,1,16,0,6
US,93,3,1,female,1,45,right,6,1,white or indigenous,yes,previously,4,Windows,Firefox,1280,1024,8,90,-1,23,21,11,32,11,1
FI,188,4,3,female,2,34,right,2,2,white or indigenous,no,currently,1,Macintosh,Firefox,1280,800,11,208,7,26,14,5,31,-5,9
CA,176,3,1,female,1,32,left,7,1,white or indigenous,no,never,4,Windows,Microsoft Internet Explorer,1280,1024,28,527,9,35,15,16,22,-3,7
GB,344,3,2,male,1,23,right,1,4,white or indigenous,no,never,1,Windows,Safari,1600,900,9,243,-7,15,3,6,20,7,9
US,107,4,2,female,1,49,right,3,1,white or indigenous,yes,previously,2,Macintosh,Safari,1280,800,12,138,17,5,26,8,30,0,9
US,155,2,2,female,1,18,right,2,1,white or indigenous,yes,never,1,Macintosh,Firefox,1280,800,9,198,-17,17,9,6,24,0,9
SG,260,2,3,male,2,24,right,1,1,other,no,never,3,Windows,Chrome,1600,900,13,312,-9,18,9,5,26,6,11
US,251,2,2,female,1,50,right,12,3,white or indigenous,no,currently,4,Windows,Microsoft Internet Explorer,1280,720,3,263,-4,25,10,12,16,-5,7
US,148,2,2,male,1,17,right,4,1,white or indigenous,no,never,3,Macintosh,Firefox,1920,1200,50,182,18,20,19,11,23,7,-7
US,163,2,1,male,1,47,right,6,1,white or indigenous,yes,currently,1,Windows,Microsoft Internet Explorer,1440,900,2,178,9,8,18,17,24,-13,8
PK,318,3,1,female,2,27,right,10,3,asian,yes,currently,3,Windows,Chrome,1024,600,192,108,0,0,-1,0,0,-10,5
US,233,2,3,female,1,40,right,12,1,white or indigenous,yes,currently,2,Macintosh,Firefox,1280,800,168,456,-12,28,12,13,6,-2,9
US,166,4,3,male,1,50,right,6,1,white or indigenous,yes,currently,3,Windows,Chrome,1366,768,6,564,5,10,18,9,12,-8,9
MA,618,3,2,male,1,22,right,10,1,arab,yes,never,4,Windows,Firefox,1280,960,7,263,-7,12,6,2,19,13,7
CA,138,1,3,male,1,16,right,1,1,other,no,never,2,iOS,ChromeiOS,768,1024,4,111,0,1,-3,25,27,-13,12
NO,610,2,2,female,2,25,right,2,3,white or indigenous,no,never,4,Macintosh,Safari,1440,900,121,1054,19,0,15,-1,27,-8,7
US,126,2,2,female,1,16,both,12,2,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,11,149,-15,14,14,21,26,-10,4
TT,273,2,3,female,1,19,right,4,1,black,no,never,2,Windows,Chrome,1360,768,161,426,-7,28,22,12,12,-4,4
GB,213,2,1,female,1,17,right,4,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1366,768,7,244,-11,31,14,10,26,15,10
US,194,1,2,female,1,17,right,6,1,white or indigenous,no,never,4,Windows,Chrome,1440,960,29,192,-3,16,17,12,21,1,10
US,106,2,3,female,1,19,right,1,5,other,no,never,2,Windows,Chrome,1366,768,11,119,-14,23,1,2,18,-8,8
CA,289,2,2,female,1,22,right,1,1,white or indigenous,yes,currently,2,Windows,Chrome,1920,1080,22,191,-8,16,6,2,22,4,7
GB,227,3,3,female,1,21,right,2,1,white or indigenous,yes,never,3,Linux,Chrome,360,640,7,257,10,27,22,6,21,6,10
US,286,2,3,female,2,17,right,4,1,other,yes,never,4,Windows,Microsoft Internet Explorer,1368,768,7,159,3,24,14,10,18,2,8
US,146,2,2,male,1,27,right,6,1,white or indigenous,no,never,3,Windows,Firefox,1366,768,5,196,-15,33,4,-6,22,19,11
US,96,3,2,female,1,25,right,4,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,1024,2,140,-20,20,10,8,18,-2,10
US,178,2,3,female,1,35,left,7,1,other,yes,previously,2,iOS,Unknown,768,1024,5,192,-11,21,24,18,20,-17,8
AU,248,2,3,female,1,15,right,4,1,other,no,never,5,Windows,Chrome,1280,1024,138,251,12,7,23,19,24,-1,4
AU,250,2,3,female,1,14,left,12,0,white or indigenous,no,never,3,Windows,Chrome,1280,1024,3,199,-11,26,5,2,17,8,5
AU,184,2,2,female,1,15,right,4,0,white or indigenous,no,never,1,Windows,Chrome,1280,1024,3,345,-8,14,14,14,12,-5,7
US,157,2,2,female,1,24,right,7,2,black,no,never,1,iOS,Safari,768,1024,18,173,11,8,22,14,19,-9,5
US,123,1,2,female,1,14,right,2,1,white or indigenous,no,never,1,ChromeOS,Chrome,1366,768,2,152,-11,34,2,11,27,8,4
GB,314,3,1,female,1,21,left,7,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,37,150,-15,36,22,14,28,4,11
US,110,3,2,female,1,19,right,6,2,white or indigenous,no,never,2,Linux,AndroidBrowser,768,1280,1063,122,-8,35,18,3,23,9,6
US,214,2,2,female,1,17,right,6,1,white or indigenous,no,never,3,Linux,Chrome,360,640,62,246,7,12,18,10,26,-6,2
US,171,2,3,female,1,20,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,5,336,-3,22,23,15,17,1,10
US,138,1,1,female,1,14,right,6,1,white or indigenous,no,never,4,Windows,Chrome,1366,768,7,177,-2,10,15,12,20,-5,4
US,231,1,2,female,1,15,right,2,4,white or indigenous,no,never,5,Linux,Chrome,320,534,31,231,-16,35,22,2,13,5,5
AU,175,2,3,male,1,15,right,2,1,white or indigenous,no,never,1,Windows,Chrome,1280,1024,12,132,0,22,18,13,19,-1,10
GB,140,3,1,female,1,25,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,5,208,-1,16,22,1,18,-1,10
GB,193,2,3,female,1,16,right,2,1,white or indigenous,no,never,2,iOS,Safari,320,480,6,204,-11,18,13,4,12,-3,5
PL,163,4,3,female,2,25,both,4,2,white or indigenous,no,never,2,Windows,Chrome,1366,768,163,126,-9,23,14,5,22,5,10
US,188,2,3,female,1,46,left,7,1,white or indigenous,no,previously,5,Windows,Chrome,1366,768,113,207,-12,29,25,5,13,3,9
US,239,2,3,male,1,22,right,4,1,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,8,276,5,19,9,3,10,1,7
US,177,2,2,female,1,21,right,1,1,white or indigenous,yes,never,2,Windows,Firefox,1366,768,657,265,14,32,21,-2,27,6,10
GB,190,3,2,female,1,21,right,12,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,72,495,3,22,7,17,21,-15,7
DE,218,2,2,male,2,22,right,6,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,4,209,-12,16,20,1,19,13,8
US,169,2,3,female,1,18,right,4,1,other,no,never,3,Windows,Microsoft Internet Explorer,1280,1024,6,369,-6,23,11,12,12,-11,10
US,173,2,3,female,1,17,right,4,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,1024,2,352,-4,23,19,12,-4,0,6
CA,289,2,2,female,1,16,right,1,2,asian,no,never,2,Linux,Chrome,360,640,10,266,6,17,13,-4,23,18,10
CA,247,2,3,female,1,17,right,6,1,asian,no,never,3,iOS,Safari,320,480,8,255,4,19,19,4,16,-4,8
CA,287,2,3,female,1,16,right,0,1,asian,no,never,2,iOS,Unknown,320,480,24,402,-5,22,16,5,13,5,7
US,158,2,3,female,1,33,right,7,1,other,yes,currently,6,Windows,Microsoft Internet Explorer,1280,800,33,286,-1,30,9,11,12,1,7
CZ,374,3,3,male,2,24,right,4,1,white or indigenous,no,never,2,Windows,Opera,1600,900,2,359,17,33,3,17,30,-16,7
SE,286,1,3,female,2,13,right,2,5,white or indigenous,no,never,1,iOS,Safari,320,480,12,242,3,30,8,5,26,5,9
US,211,2,2,male,1,18,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,22,230,1,13,15,4,23,-3,3
GB,265,2,2,male,1,23,right,2,1,white or indigenous,yes,never,3,iOS,Safari,320,568,6,472,6,12,4,13,22,-18,10
US,193,2,3,female,1,46,right,7,1,white or indigenous,no,previously,4,Linux,Chrome,1024,768,29,241,0,20,16,11,10,-5,8
US,251,2,2,male,1,32,right,4,1,white or indigenous,no,currently,3,Windows,Microsoft Internet Explorer,1366,768,40,223,12,13,21,15,26,-11,8
US,200,2,3,male,1,25,right,1,1,white or indigenous,yes,never,3,Windows,Chrome,1366,768,4,244,7,22,23,24,25,-16,7
US,179,4,3,female,1,51,right,1,1,white or indigenous,yes,never,2,Windows,Chrome,1024,768,9,163,0,25,17,12,30,-4,13
US,157,3,1,female,1,53,right,2,3,white or indigenous,no,never,3,iOS,Safari,768,1024,7,193,16,8,13,13,20,-9,9
US,193,4,3,male,1,51,left,12,1,white or indigenous,yes,currently,4,Windows,Microsoft Internet Explorer,1600,900,4,224,9,32,22,9,21,-1,9
IT,239,2,1,male,2,21,both,4,1,white or indigenous,yes,never,1,Windows,Firefox,1366,768,3,405,-12,22,23,3,31,-3,13
NA,211,4,1,female,1,39,right,7,5,white or indigenous,yes,currently,2,Windows,Firefox,1024,768,6,338,-8,22,14,22,11,3,4
GB,110,3,2,male,1,19,right,2,1,white or indigenous,yes,never,2,iOS,Safari,320,568,10,101,-3,2,-6,10,31,9,11
US,104,3,2,female,1,20,left,2,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,6,146,-3,27,12,9,20,3,11
US,153,3,2,female,1,21,left,1,1,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,9,237,-3,11,18,11,24,-2,10
IL,276,4,3,male,2,44,right,9,1,white or indigenous,no,currently,2,Linux,Opera,601,962,40,289,11,19,22,14,22,-4,12
US,134,3,1,female,1,50,left,7,1,white or indigenous,no,previously,3,Windows,Chrome,1600,900,21,186,-4,12,23,14,21,-22,6
US,156,2,2,female,1,24,right,1,1,other,no,never,2,iOS,Safari,768,1024,10,173,11,8,8,10,26,7,8
US,295,2,1,female,1,49,right,7,1,white or indigenous,no,never,4,Linux,Chrome,960,600,47,281,9,2,26,26,28,-17,10
CA,200,2,3,male,1,18,left,2,3,other,no,never,3,Windows,Chrome,1366,768,2,140,-8,24,15,14,21,-11,9
US,105,2,1,male,1,15,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,5,154,-9,24,0,0,9,6,5
LV,150,1,3,female,2,14,right,4,1,white or indigenous,no,never,1,Windows,Chrome,1920,1080,5,147,10,2,16,14,27,-15,4
US,169,3,0,male,1,22,right,4,1,white or indigenous,yes,never,2,iOS,Safari,320,568,12,262,-12,32,7,5,3,12,9
US,156,2,1,male,1,34,right,2,1,white or indigenous,yes,never,3,Windows,Chrome,1920,1200,2,273,5,7,18,5,30,-6,11
US,134,3,2,female,1,24,right,5,1,other,no,currently,1,Macintosh,Safari,1680,1050,8,128,-13,29,15,19,28,-12,12
US,129,3,1,female,1,42,right,6,1,white or indigenous,yes,currently,2,Windows,Microsoft Internet Explorer,1366,768,24,136,5,12,22,7,27,-10,7
HU,173,2,3,male,2,30,right,1,1,white or indigenous,no,never,1,iOS,AndroidBrowser,383,638,11,149,-20,26,-5,-8,5,6,9
US,138,3,2,male,1,27,right,1,1,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,297,187,5,22,17,9,30,-10,13
US,138,1,1,male,1,17,right,2,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,4,256,-2,20,13,20,23,-14,7
US,268,3,3,female,2,36,right,4,1,white or indigenous,no,currently,2,Windows,Microsoft Internet Explorer,1366,768,46,313,-11,16,7,7,22,-13,4
PH,237,3,3,female,2,49,right,4,2,asian,no,previously,4,Windows,Firefox,1600,900,27,306,6,13,12,16,18,-10,8
US,155,4,2,female,1,25,left,1,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,54,371,-1,25,13,18,23,-7,4
GB,275,3,1,male,1,44,right,2,1,white or indigenous,no,never,0,Windows,Chrome,1920,1080,4,245,-6,10,15,15,23,-13,5
US,247,2,3,male,1,65,right,7,1,white or indigenous,yes,previously,3,Macintosh,Safari,1920,1080,205,225,2,-2,18,12,25,-6,12
US,290,2,2,female,1,14,right,2,1,white or indigenous,no,never,3,ChromeOS,Chrome,1366,768,14,212,18,11,26,-9,30,17,10
