subject,trialNumber,product_A,product_B,response,attention
sona-25765,1,cooking pot,pencil,1,0
sona-25765,2,guitar,skateboard,1,0
sona-25765,3,video games,coffee,1,0
sona-25765,4,watch,tie,1e3,0
sona-25765,5,baseball cap,purse,1,0
sona-25765,6,laptop,lipstick,1e3,0
sona-25765,7,granola bar,water bottle,1e3,0
sona-25765,8,beanie,jacket,1,0
sona-25765,9,watch,skateboard,1e3,0
sona-25765,10,laptop,earphones,1e3,0
sona-25765,11,bicycle,chocolate,1,0
sona-25765,12,computer keyboard,concert tickets,1e3,0
sona-25765,13,swimming suit,earphones,1,0
sona-25765,14,shirt,detergent,1,0
sona-25765,15,headphones,skateboard,1e3,0
sona-25765,16,yoga mat,backpack,1,0
sona-25765,17,earrings,purse,1,0
sona-25765,18,wine,water bottle,1e3,1
sona-25765,19,video games,paper notebook,1,0
sona-25765,20,watch,guitar,1e3,0
sona-25765,21,wallet,lipstick,1e3,0
sona-25765,22,desktop computer,skateboard,1e3,0
sona-25765,23,wine,car,1e3,0
sona-25765,24,swimming suit,coffee,1,0
sona-25765,25,bicycle,camera,1,0
sona-25765,26,cooking pot,purse,1,0
sona-25765,27,smart phone,dress,1,0
sona-25765,28,pen,guitar,1e3,0
sona-25765,29,athletic clothes,shirt,1e3,0
sona-25765,30,swimming suit,purse,1,0
sona-25765,31,wallet,makeup foundation,1e3,0
sona-25765,32,watch,detergent,1,0
sona-25765,33,scarf,camera,1,0
sona-25765,34,granola bar,pencil,1e3,0
sona-25765,35,scarf,bicycle,1e3,0
sona-25765,36,cooking pot,skateboard,1e3,1
sona-25765,37,tie,camera,1,0
sona-25765,38,sunglasses,socks,1,0
sona-25765,39,scarf,wallet,1,0
sona-25765,40,computer keyboard,beanie,1e3,0
sona-25765,41,computer keyboard,shirt,1e3,0
sona-25765,42,guitar,books,1,0
sona-25765,43,yoga mat,band-aid,1,0
sona-25765,44,lipstick,makeup foundation,1,0
sona-25765,45,socks,shirt,1e3,0
sona-25765,46,lipstick,paper notebook,1,0
sona-25765,47,earphones,camera,1,0
sona-25765,48,computer keyboard,headphones,1e3,0
sona-25765,49,bicycle,water bottle,1,0
sona-25765,50,chocolate,paper notebook,1,0
sona-25765,51,swimming suit,baseball cap,1,0
sona-25765,52,sunglasses,concert tickets,1e3,0
sona-25765,53,shirt,basketball,1,0
sona-25765,54,pencil,wallet,1e3,0
sona-25755,0,basketball,shoes,806,0
sona-25755,1,swimming suit,desktop computer,822,0
sona-25755,2,lipstick,books,876,0
sona-25755,3,scarf,backpack,849,0
sona-25755,4,wine,camera,75,0
sona-25755,5,ring,wallet,66,0
sona-25755,6,basketball,detergent,115,0
sona-25755,7,swimming suit,lipstick,847,0
sona-25755,8,wallet,athletic clothes,96,0
sona-25755,9,wine,granola bar,94,0
sona-25755,10,earphones,backpack,945,0
sona-25755,11,makeup foundation,granola bar,33,0
sona-25755,12,lipstick,earrings,937,0
sona-25755,13,water bottle,pen,968,0
sona-25755,14,watch,pants,52,0
sona-25755,15,earphones,pants,927,0
sona-25755,16,computer keyboard,skateboard,950,0
sona-25755,17,watch,granola bar,40,0
sona-25755,18,laptop,wallet,927,1
sona-25755,19,water bottle,calculator,918,0
sona-25755,20,headphones,guitar,931,0
sona-25755,21,sunglasses,water bottle,81,0
sona-25755,22,laptop,shirt,51,0
sona-25755,23,granola bar,bicycle,938,0
sona-25755,24,concert tickets,jacket,919,0
sona-25755,25,detergent,bicycle,940,0
sona-25755,26,scarf,skateboard,924,0
sona-25755,27,tie,pencil,28,0
sona-25755,28,ring,water bottle,42,0
sona-25755,29,smart phone,dishes,26,0
sona-25755,30,water bottle,backpack,973,0
sona-25755,31,jacket,camera,28,0
sona-25755,32,skateboard,detergent,33,0
sona-25755,33,calculator,video games,22,0
sona-25755,34,shirt,water bottle,46,0
sona-25755,35,laptop,desktop computer,977,0
sona-25755,36,cooking pot,backpack,960,1
sona-25755,37,shoes,glasses,31,0
sona-25755,38,detergent,makeup foundation,970,0
sona-25755,39,basketball,napkin,38,0
sona-25755,40,shirt,coffee,50,0
sona-25755,41,jacket,necklace,926,0
sona-25755,42,headphones,car,905,0
sona-25755,43,computer keyboard,necklace,932,0
sona-25755,44,socks,jacket,977,0
sona-25755,45,baseball cap,necklace,973,0
sona-25755,46,lipstick,purse,968,0
sona-25755,47,jacket,calculator,29,0
sona-25755,48,coffee,pen,992,0
sona-25755,49,ring,computer keyboard,28,0
sona-25755,50,laptop,band-aid,29,0
sona-25755,51,scarf,granola bar,20,0
sona-25755,52,dishes,paper notebook,34,0
sona-25755,53,band-aid,beanie,938,0
sona-25755,54,baseball cap,earrings,961,0
sona-25231,0,dress,water bottle,1,0
sona-25231,1,purse,headphones,1e3,0
sona-25231,2,tie,baseball cap,1e3,0
sona-25231,3,smart phone,shoes,1,0
sona-25231,4,sunglasses,wallet,1,0
sona-25231,5,paper notebook,necklace,1e3,0
sona-25231,6,earphones,bicycle,1,0
sona-25231,7,tie,bicycle,1e3,0
sona-25231,8,detergent,smart phone,1e3,0
sona-25231,9,cooking pot,basketball,1e3,0
sona-25231,10,detergent,car,1e3,0
sona-25231,11,calculator,earrings,1e3,0
sona-25231,12,coffee,necklace,1,0
sona-25231,13,paper notebook,glasses,1e3,0
sona-25231,14,car,lipstick,1,0
sona-25231,15,computer keyboard,shoes,1e3,0
sona-25231,16,paper notebook,coffee,1e3,0
sona-25231,17,tie,guitar,1,0
sona-25231,18,wine,camera,1e3,1
sona-25231,19,paper notebook,jacket,1e3,0
sona-25231,20,books,detergent,1,0
sona-25231,21,jacket,glasses,1e3,0
sona-25231,22,napkin,dress,1e3,0
sona-25231,23,purse,coffee,1e3,0
sona-25231,24,cooking pot,guitar,1,0
sona-25231,25,scarf,dishes,997,0
sona-25231,26,pen,skateboard,1e3,0
sona-25231,27,concert tickets,computer keyboard,1,0
sona-25231,28,makeup foundation,computer keyboard,1e3,0
sona-25231,29,granola bar,earrings,1e3,0
sona-25231,30,pants,granola bar,1,0
sona-25231,31,sunglasses,beanie,1,0
sona-25231,32,smart phone,ring,1,0
sona-25231,33,socks,backpack,1e3,0
sona-25231,34,calculator,car,1e3,0
sona-25231,35,sunglasses,earphones,1e3,0
sona-25231,36,headphones,athletic clothes,1,1
sona-25231,37,athletic clothes,bicycle,1e3,0
sona-25231,38,napkin,basketball,1e3,0
sona-25231,39,socks,earphones,1e3,0
sona-25231,40,makeup foundation,car,1e3,0
sona-25231,41,purse,yoga mat,1,0
sona-25231,42,napkin,glasses,1e3,0
sona-25231,43,yoga mat,skateboard,1e3,0
sona-25231,44,napkin,backpack,1e3,0
sona-25231,45,pants,tie,1,0
sona-25231,46,headphones,shoes,1e3,0
sona-25231,47,athletic clothes,water bottle,1e3,0
sona-25231,48,detergent,ring,1e3,0
sona-25231,49,books,basketball,1e3,0
sona-25231,50,basketball,skateboard,1e3,0
sona-25231,51,yoga mat,wine,1e3,0
sona-25231,52,dishes,chocolate,1,0
sona-25231,53,sunglasses,coffee,1e3,0
sona-25231,54,coffee,guitar,1,0
sona-25137,0,smart phone,socks,1,0
sona-25137,1,earphones,car,980,0
sona-25137,2,smart phone,scarf,44,0
sona-25137,3,napkin,lipstick,926,0
sona-25137,4,cooking pot,bicycle,849,0
sona-25137,5,beanie,bicycle,886,0
sona-25137,6,calculator,guitar,873,0
sona-25137,7,paper notebook,backpack,861,0
sona-25137,8,headphones,ring,904,0
sona-25137,9,pencil,earphones,901,0
sona-25137,10,smart phone,earrings,69,0
sona-25137,11,napkin,bicycle,940,0
sona-25137,12,socks,bicycle,892,0
sona-25137,13,lipstick,desktop computer,859,0
sona-25137,14,napkin,backpack,890,0
sona-25137,15,makeup foundation,pants,46,0
sona-25137,16,band-aid,backpack,910,0
sona-25137,17,beanie,glasses,75,0
sona-25137,18,watch,pen,1e3,1
sona-25137,19,baseball cap,pencil,85,0
sona-25137,20,pen,necklace,907,0
sona-25137,21,earphones,napkin,45,0
sona-25137,22,wallet,shoes,902,0
sona-25137,23,band-aid,napkin,63,0
sona-25137,24,pen,bicycle,907,0
sona-25137,25,calculator,tie,857,0
sona-25137,26,beanie,band-aid,74,0
sona-25137,27,napkin,necklace,804,0
sona-25137,28,athletic clothes,car,944,0
sona-25137,29,basketball,beanie,936,0
sona-25137,30,swimming suit,napkin,28,0
sona-25137,31,headphones,camera,13,0
sona-25137,32,desktop computer,car,912,0
sona-25137,33,granola bar,watch,914,0
sona-25137,34,pants,swimming suit,880,0
sona-25137,35,bicycle,necklace,894,0
sona-25137,36,camera,bicycle,1e3,1
sona-25137,37,earphones,camera,851,0
sona-25137,38,concert tickets,backpack,918,0
sona-25137,39,makeup foundation,yoga mat,87,0
sona-25137,40,wallet,laptop,898,0
sona-25137,41,earphones,backpack,894,0
sona-25137,42,wallet,computer keyboard,957,0
sona-25137,43,laptop,pen,81,0
sona-25137,44,pen,skateboard,910,0
sona-25137,45,jacket,desktop computer,49,0
sona-25137,46,band-aid,desktop computer,933,0
sona-25137,47,wallet,beanie,938,0
sona-25137,48,camera,necklace,61,0
sona-25137,49,baseball cap,glasses,9,0
sona-25137,50,backpack,necklace,4,0
sona-25137,51,shoes,bicycle,37,0
sona-25137,52,chocolate,napkin,898,0
sona-25137,53,pencil,cooking pot,49,0
sona-25137,54,beanie,computer keyboard,830,0
sona-25127,0,backpack,wine,294,0
sona-25127,1,napkin,bicycle,819,0
sona-25127,2,ring,smart phone,947,0
sona-25127,3,laptop,bicycle,452,0
sona-25127,4,dress,detergent,247,0
sona-25127,5,concert tickets,scarf,345,0
sona-25127,6,earphones,tie,172,0
sona-25127,7,pants,wine,207,0
sona-25127,8,basketball,ring,677,0
sona-25127,9,beanie,coffee,503,0
sona-25127,10,napkin,smart phone,842,0
sona-25127,11,desktop computer,computer keyboard,1,0
sona-25127,12,jacket,calculator,273,0
sona-25127,13,socks,wallet,738,0
sona-25127,14,detergent,water bottle,604,0
sona-25127,15,band-aid,calculator,613,0
sona-25127,16,beanie,basketball,567,0
sona-25127,17,calculator,socks,491,0
sona-25127,18,camera,wine,493,1
sona-25127,19,baseball cap,wine,427,0
sona-25127,20,backpack,detergent,397,0
sona-25127,21,desktop computer,wallet,291,0
sona-25127,22,band-aid,skateboard,560,0
sona-25127,23,detergent,smart phone,778,0
sona-25127,24,earphones,granola bar,226,0
sona-25127,25,computer keyboard,concert tickets,312,0
sona-25127,26,baseball cap,earphones,718,0
sona-25127,27,makeup foundation,lipstick,353,0
sona-25127,28,beanie,socks,528,0
sona-25127,29,dress,purse,646,0
sona-25127,30,camera,headphones,595,0
sona-25127,31,basketball,band-aid,568,0
sona-25127,32,athletic clothes,ring,629,0
sona-25127,33,guitar,shirt,364,0
sona-25127,34,necklace,skateboard,436,0
sona-25127,35,glasses,socks,414,0
sona-25127,36,granola bar,socks,512,1
sona-25127,37,pen,dishes,513,0
sona-25127,38,concert tickets,dress,537,0
sona-25127,39,smart phone,wine,126,0
sona-25127,40,coffee,makeup foundation,528,0
sona-25127,41,earrings,shirt,480,0
sona-25127,42,makeup foundation,necklace,287,0
sona-25127,43,pen,shoes,838,0
sona-25127,44,pen,scarf,475,0
sona-25127,45,scarf,yoga mat,473,0
sona-25127,46,backpack,books,482,0
sona-25127,47,basketball,wallet,748,0
sona-25127,48,pen,baseball cap,656,0
sona-25127,49,bicycle,granola bar,205,0
sona-25127,50,glasses,skateboard,336,0
sona-25127,51,purse,video games,801,0
sona-25127,52,laptop,backpack,1,0
sona-25127,53,earrings,necklace,182,0
sona-25127,54,granola bar,glasses,778,0
sona-24970,0,granola bar,backpack,929,0
sona-24970,1,swimming suit,napkin,122,0
sona-24970,2,skateboard,pencil,119,0
sona-24970,3,swimming suit,camera,927,0
sona-24970,4,earphones,desktop computer,860,0
sona-24970,5,guitar,smart phone,934,0
sona-24970,6,calculator,car,1e3,0
sona-24970,7,swimming suit,smart phone,958,0
sona-24970,8,paper notebook,jacket,671,0
sona-24970,9,purse,earphones,193,0
sona-24970,10,guitar,computer keyboard,55,0
sona-24970,11,bicycle,band-aid,8,0
sona-24970,12,bicycle,basketball,1,0
sona-24970,13,lipstick,beanie,547,0
sona-24970,14,shoes,napkin,79,0
sona-24970,15,dishes,swimming suit,878,0
sona-24970,16,necklace,napkin,71,0
sona-24970,17,swimming suit,beanie,171,0
sona-24970,18,concert tickets,desktop computer,1e3,1
sona-24970,19,coffee,computer keyboard,469,0
sona-24970,20,calculator,wallet,1e3,0
sona-24970,21,baseball cap,basketball,438,0
sona-24970,22,laptop,socks,55,0
sona-24970,23,purse,band-aid,48,0
sona-24970,24,purse,necklace,282,0
sona-24970,25,ring,baseball cap,64,0
sona-24970,26,athletic clothes,bicycle,375,0
sona-24970,27,ring,dress,164,0
sona-24970,28,makeup foundation,athletic clothes,635,0
sona-24970,29,pencil,beanie,602,0
sona-24970,30,jacket,guitar,360,0
sona-24970,31,pants,napkin,173,0
sona-24970,32,shoes,baseball cap,122,0
sona-24970,33,granola bar,basketball,351,0
sona-24970,34,calculator,tie,649,0
sona-24970,35,water bottle,wallet,1e3,0
sona-24970,36,pen,basketball,1e3,1
sona-24970,37,pencil,watch,934,0
sona-24970,38,chocolate,computer keyboard,333,0
sona-24970,39,yoga mat,wallet,862,0
sona-24970,40,bicycle,shirt,442,0
sona-24970,41,makeup foundation,shirt,329,0
sona-24970,42,coffee,video games,847,0
sona-24970,43,shoes,coffee,280,0
sona-24970,44,swimming suit,shirt,796,0
sona-24970,45,wine,athletic clothes,320,0
sona-24970,46,skateboard,granola bar,302,0
sona-24970,47,purse,athletic clothes,122,0
sona-24970,48,coffee,desktop computer,818,0
sona-24970,49,pen,car,954,0
sona-24970,50,athletic clothes,detergent,293,0
sona-24970,51,bicycle,headphones,758,0
sona-24970,52,dishes,shirt,680,0
sona-24970,53,pants,band-aid,304,0
sona-24970,54,tie,glasses,789,0
sona-24921,0,earrings,car,1e3,0
sona-24921,1,computer keyboard,yoga mat,1,0
sona-24921,2,granola bar,computer keyboard,791,0
sona-24921,3,guitar,computer keyboard,627,0
sona-24921,4,basketball,lipstick,638,0
sona-24921,5,necklace,headphones,669,0
sona-24921,6,dishes,purse,670,0
sona-24921,7,dress,backpack,204,0
sona-24921,8,band-aid,yoga mat,735,0
sona-24921,9,basketball,desktop computer,647,0
sona-24921,10,bicycle,sunglasses,788,0
sona-24921,11,bicycle,scarf,168,0
sona-24921,12,makeup foundation,shoes,990,0
sona-24921,13,socks,skateboard,777,0
sona-24921,14,pencil,beanie,712,0
sona-24921,15,watch,detergent,185,0
sona-24921,16,tie,wallet,723,0
sona-24921,17,books,pen,276,0
sona-24921,18,concert tickets,sunglasses,220,1
sona-24921,19,napkin,car,852,0
sona-24921,20,band-aid,coffee,779,0
sona-24921,21,ring,athletic clothes,1e3,0
sona-24921,22,water bottle,baseball cap,1e3,0
sona-24921,23,water bottle,smart phone,720,0
sona-24921,24,napkin,socks,788,0
sona-24921,25,wallet,paper notebook,143,0
sona-24921,26,chocolate,jacket,871,0
sona-24921,27,computer keyboard,headphones,175,0
sona-24921,28,napkin,guitar,742,0
sona-24921,29,socks,swimming suit,846,0
sona-24921,30,wine,cooking pot,464,0
sona-24921,31,tie,skateboard,681,0
sona-24921,32,bicycle,video games,774,0
sona-24921,33,chocolate,skateboard,729,0
sona-24921,34,basketball,guitar,729,0
sona-24921,35,granola bar,headphones,788,0
sona-24921,36,watch,purse,801,1
sona-24921,37,dress,shoes,728,0
sona-24921,38,necklace,computer keyboard,742,0
sona-24921,39,pen,pants,773,0
sona-24921,40,video games,shoes,139,0
sona-24921,41,band-aid,pants,777,0
sona-24921,42,skateboard,backpack,179,0
sona-24921,43,guitar,books,715,0
sona-24921,44,basketball,earphones,721,0
sona-24921,45,guitar,jacket,740,0
sona-24921,46,glasses,earphones,780,0
sona-24921,47,tie,desktop computer,676,0
sona-24921,48,basketball,glasses,684,0
sona-24921,49,makeup foundation,yoga mat,746,0
sona-24921,50,dishes,pen,793,0
sona-24921,51,ring,pen,184,0
sona-24921,52,books,smart phone,723,0
sona-24921,53,dress,paper notebook,762,0
sona-24921,54,ring,backpack,791,0
sona-24871,0,pencil,yoga mat,716,0
sona-24871,1,laptop,dress,692,0
sona-24871,2,headphones,baseball cap,724,0
sona-24871,3,headphones,lipstick,760,0
sona-24871,4,socks,purse,784,0
sona-24871,5,wallet,books,848,0
sona-24871,6,cooking pot,granola bar,827,0
sona-24871,7,dishes,band-aid,193,0
sona-24871,8,lipstick,earphones,166,0
sona-24871,9,skateboard,sunglasses,772,0
sona-24871,10,bicycle,wine,182,0
sona-24871,11,watch,purse,148,0
sona-24871,12,detergent,backpack,821,0
sona-24871,13,detergent,wallet,804,0
sona-24871,14,detergent,bicycle,848,0
sona-24871,15,backpack,band-aid,163,0
sona-24871,16,skateboard,headphones,194,0
sona-24871,17,shoes,coffee,185,0
sona-24871,18,paper notebook,basketball,1e3,1
sona-24871,19,camera,scarf,181,0
sona-24871,20,socks,video games,811,0
sona-24871,21,chocolate,beanie,813,0
sona-24871,22,napkin,lipstick,805,0
sona-24871,23,earrings,car,847,0
sona-24871,24,cooking pot,pants,849,0
sona-24871,25,basketball,video games,802,0
sona-24871,26,water bottle,computer keyboard,138,0
sona-24871,27,laptop,socks,125,0
sona-24871,28,detergent,yoga mat,860,0
sona-24871,29,sunglasses,baseball cap,137,0
sona-24871,30,cooking pot,skateboard,863,0
sona-24871,31,napkin,scarf,882,0
sona-24871,32,band-aid,yoga mat,872,0
sona-24871,33,lipstick,band-aid,68,0
sona-24871,34,laptop,calculator,38,0
sona-24871,35,scarf,pen,114,0
sona-24871,36,cooking pot,guitar,847,1
sona-24871,37,chocolate,yoga mat,891,0
sona-24871,38,sunglasses,computer keyboard,92,0
sona-24871,39,lipstick,purse,870,0
sona-24871,40,skateboard,beanie,890,0
sona-24871,41,cooking pot,yoga mat,898,0
sona-24871,42,pants,guitar,61,0
sona-24871,43,water bottle,beanie,909,0
sona-24871,44,laptop,shirt,80,0
sona-24871,45,makeup foundation,earphones,91,0
sona-24871,46,band-aid,concert tickets,912,0
sona-24871,47,pen,calculator,885,0
sona-24871,48,watch,coffee,114,0
sona-24871,49,calculator,concert tickets,102,0
sona-24871,50,purse,wine,78,0
sona-24871,51,laptop,yoga mat,40,0
sona-24871,52,purse,tie,78,0
sona-24871,53,smart phone,yoga mat,79,0
sona-24871,54,basketball,yoga mat,921,0
sona-24780,0,lipstick,ring,179,0
sona-24780,1,coffee,scarf,168,0
sona-24780,2,jacket,napkin,122,0
sona-24780,3,concert tickets,pencil,169,0
sona-24780,4,jacket,watch,1e3,0
sona-24780,5,detergent,watch,940,0
sona-24780,6,earphones,shirt,886,0
sona-24780,7,earrings,sunglasses,844,0
sona-24780,8,coffee,pants,943,0
sona-24780,9,basketball,purse,923,0
sona-24780,10,pen,socks,25,0
sona-24780,11,paper notebook,band-aid,502,0
sona-24780,12,shirt,video games,718,0
sona-24780,13,backpack,chocolate,281,0
sona-24780,14,beanie,shirt,585,0
sona-24780,15,detergent,pants,615,0
sona-24780,16,beanie,wine,836,0
sona-24780,17,jacket,backpack,335,0
sona-24780,18,band-aid,concert tickets,515,1
sona-24780,19,car,headphones,1,0
sona-24780,20,smart phone,water bottle,1,0
sona-24780,21,wallet,ring,578,0
sona-24780,22,books,earrings,551,0
sona-24780,23,earrings,pencil,400,0
sona-24780,24,athletic clothes,sunglasses,267,0
sona-24780,25,smart phone,swimming suit,631,0
sona-24780,26,coffee,water bottle,716,0
sona-24780,27,car,desktop computer,1,0
sona-24780,28,dress,books,124,0
sona-24780,29,calculator,yoga mat,494,0
sona-24780,30,smart phone,detergent,451,0
sona-24780,31,desktop computer,makeup foundation,735,0
sona-24780,32,napkin,ring,617,0
sona-24780,33,basketball,beanie,517,0
sona-24780,34,earphones,computer keyboard,197,0
sona-24780,35,chocolate,coffee,611,0
sona-24780,36,jacket,laptop,1e3,1
sona-24780,37,concert tickets,shoes,526,0
sona-24780,38,coffee,ring,587,0
sona-24780,39,baseball cap,purse,800,0
sona-24780,40,detergent,wine,583,0
sona-24780,41,backpack,calculator,193,0
sona-24780,42,wallet,scarf,274,0
sona-24780,43,paper notebook,earrings,676,0
sona-24780,44,wine,purse,694,0
sona-24780,45,jacket,yoga mat,184,0
sona-24780,46,books,swimming suit,976,0
sona-24780,47,ring,sunglasses,560,0
sona-24780,48,car,earrings,1,0
sona-24780,49,dress,purse,180,0
sona-24780,50,makeup foundation,scarf,256,0
sona-24780,51,basketball,granola bar,622,0
sona-24780,52,coffee,desktop computer,601,0
sona-24780,53,earphones,tie,343,0
sona-24780,54,concert tickets,pants,517,0
sona-24725,0,detergent,swimming suit,1e3,0
sona-24725,1,guitar,basketball,494,0
sona-24725,2,pencil,makeup foundation,807,0
sona-24725,3,books,necklace,557,0
sona-24725,4,bicycle,earphones,411,0
sona-24725,5,watch,tie,468,0
sona-24725,6,scarf,video games,603,0
sona-24725,7,tie,swimming suit,717,0
sona-24725,8,paper notebook,calculator,398,0
sona-24725,9,glasses,tie,455,0
sona-24725,10,band-aid,pencil,400,0
sona-24725,11,headphones,swimming suit,683,0
sona-24725,12,guitar,band-aid,427,0
sona-24725,13,ring,camera,403,0
sona-24725,14,books,laptop,681,0
sona-24725,15,pen,beanie,826,0
sona-24725,16,shoes,video games,308,0
sona-24725,17,jacket,wine,704,0
sona-24725,18,scarf,pencil,1e3,1
sona-24725,19,backpack,calculator,410,0
sona-24725,20,detergent,pencil,374,0
